entry_date,status,skip_reason,next_trading_day,candle_1_timestamp,candle_1_open,candle_1_close,candle_1_color,candle_2_timestamp,candle_2_open,candle_2_close,candle_2_color,candle_3_timestamp,candle_3_open,candle_3_close,candle_3_color,entry_timestamp,entry_price_points,exit_timestamp,exit_open_points,points_pnl,rupees_pnl,remarks
2023-02-09,SKIPPED,last_3_candles_not_all_green,,2023-02-09T14:45:00+05:30,17897.9,17885.3,RED,2023-02-09T15:00:00+05:30,17884.8,17893.6,GREEN,2023-02-09T15:15:00+05:30,17893.1,17897.1,GREEN,2023-02-09T15:15:00+05:30,17897.1,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-02-10,SKIPPED,last_3_candles_not_all_green,,2023-02-10T14:45:00+05:30,17835.1,17834.9,RED,2023-02-10T15:00:00+05:30,17834.6,17861.8,GREEN,2023-02-10T15:15:00+05:30,17862.1,17843.3,RED,2023-02-10T15:15:00+05:30,17843.3,,,0.00,0.00,"Signal candle colors were RED, GREEN, RED."
2023-02-13,SKIPPED,last_3_candles_not_all_green,,2023-02-13T14:45:00+05:30,17796.8,17800.8,GREEN,2023-02-13T15:00:00+05:30,17801.1,17765.1,RED,2023-02-13T15:15:00+05:30,17765.2,17765.5,GREEN,2023-02-13T15:15:00+05:30,17765.5,,,0.00,0.00,"Signal candle colors were GREEN, RED, GREEN."
2023-02-14,SKIPPED,last_3_candles_not_all_green,,2023-02-14T14:45:00+05:30,17942.3,17946.4,GREEN,2023-02-14T15:00:00+05:30,17947.1,17924.8,RED,2023-02-14T15:15:00+05:30,17925.0,17921.8,RED,2023-02-14T15:15:00+05:30,17921.8,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-02-15,TRADED,,2023-02-16,2023-02-15T14:45:00+05:30,17957.0,17970.1,GREEN,2023-02-15T15:00:00+05:30,17970.6,18015.1,GREEN,2023-02-15T15:15:00+05:30,18014.6,18023.2,GREEN,2023-02-15T15:15:00+05:30,18023.2,2023-02-16T09:15:00+05:30,18094.8,71.60,4654.00,
2023-02-16,SKIPPED,last_3_candles_not_all_green,,2023-02-16T14:45:00+05:30,18072.7,18072.2,RED,2023-02-16T15:00:00+05:30,18073.8,18034.1,RED,2023-02-16T15:15:00+05:30,18033.0,18015.2,RED,2023-02-16T15:15:00+05:30,18015.2,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-02-17,SKIPPED,last_3_candles_not_all_green,,2023-02-17T14:45:00+05:30,17905.8,17915.7,GREEN,2023-02-17T15:00:00+05:30,17915.4,17949.4,GREEN,2023-02-17T15:15:00+05:30,17949.0,17942.6,RED,2023-02-17T15:15:00+05:30,17942.6,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-02-20,SKIPPED,last_3_candles_not_all_green,,2023-02-20T14:45:00+05:30,17842.2,17853.2,GREEN,2023-02-20T15:00:00+05:30,17853.0,17843.8,RED,2023-02-20T15:15:00+05:30,17845.7,17847.7,GREEN,2023-02-20T15:15:00+05:30,17847.7,,,0.00,0.00,"Signal candle colors were GREEN, RED, GREEN."
2023-02-21,SKIPPED,last_3_candles_not_all_green,,2023-02-21T14:45:00+05:30,17840.6,17813.7,RED,2023-02-21T15:00:00+05:30,17815.2,17819.2,GREEN,2023-02-21T15:15:00+05:30,17819.2,17842.1,GREEN,2023-02-21T15:15:00+05:30,17842.1,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-02-22,SKIPPED,last_3_candles_not_all_green,,2023-02-22T14:45:00+05:30,17573.4,17580.5,GREEN,2023-02-22T15:00:00+05:30,17580.3,17557.7,RED,2023-02-22T15:15:00+05:30,17556.3,17552.5,RED,2023-02-22T15:15:00+05:30,17552.5,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-02-23,SKIPPED,last_3_candles_not_all_green,,2023-02-23T14:45:00+05:30,17543.3,17556.7,GREEN,2023-02-23T15:00:00+05:30,17557.1,17503.3,RED,2023-02-23T15:15:00+05:30,17503.3,17523.8,GREEN,2023-02-23T15:15:00+05:30,17523.8,,,0.00,0.00,"Signal candle colors were GREEN, RED, GREEN."
2023-02-24,SKIPPED,last_3_candles_not_all_green,,2023-02-24T14:45:00+05:30,17455.6,17440.8,RED,2023-02-24T15:00:00+05:30,17439.6,17474.2,GREEN,2023-02-24T15:15:00+05:30,17474.4,17465.4,RED,2023-02-24T15:15:00+05:30,17465.4,,,0.00,0.00,"Signal candle colors were RED, GREEN, RED."
2023-02-27,TRADED,,2023-02-28,2023-02-27T14:45:00+05:30,17353.8,17374.4,GREEN,2023-02-27T15:00:00+05:30,17374.3,17402.5,GREEN,2023-02-27T15:15:00+05:30,17401.8,17406.3,GREEN,2023-02-27T15:15:00+05:30,17406.3,2023-02-28T09:15:00+05:30,17383.2,-23.10,-1501.50,
2023-02-28,SKIPPED,last_3_candles_not_all_green,,2023-02-28T14:45:00+05:30,17275.8,17312.6,GREEN,2023-02-28T15:00:00+05:30,17314.6,17313.6,RED,2023-02-28T15:15:00+05:30,17313.3,17317.2,GREEN,2023-02-28T15:15:00+05:30,17317.2,,,0.00,0.00,"Signal candle colors were GREEN, RED, GREEN."
2023-03-01,SKIPPED,last_3_candles_not_all_green,,2023-03-01T14:45:00+05:30,17465.5,17451.1,RED,2023-03-01T15:00:00+05:30,17451.2,17447.1,RED,2023-03-01T15:15:00+05:30,17447.2,17457.2,GREEN,2023-03-01T15:15:00+05:30,17457.2,,,0.00,0.00,"Signal candle colors were RED, RED, GREEN."
2023-03-02,SKIPPED,last_3_candles_not_all_green,,2023-03-02T14:45:00+05:30,17323.7,17327.9,GREEN,2023-03-02T15:00:00+05:30,17328.8,17329.4,GREEN,2023-03-02T15:15:00+05:30,17329.9,17318.7,RED,2023-03-02T15:15:00+05:30,17318.7,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-03-03,SKIPPED,last_3_candles_not_all_green,,2023-03-03T14:45:00+05:30,17622.8,17627.4,GREEN,2023-03-03T15:00:00+05:30,17626.7,17591.9,RED,2023-03-03T15:15:00+05:30,17592.4,17592.3,RED,2023-03-03T15:15:00+05:30,17592.3,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-03-06,SKIPPED,last_3_candles_not_all_green,,2023-03-06T14:45:00+05:30,17722.1,17717.9,RED,2023-03-06T15:00:00+05:30,17718.9,17709.3,RED,2023-03-06T15:15:00+05:30,17709.3,17719.8,GREEN,2023-03-06T15:15:00+05:30,17719.8,,,0.00,0.00,"Signal candle colors were RED, RED, GREEN."
2023-03-08,SKIPPED,last_3_candles_not_all_green,,2023-03-08T14:45:00+05:30,17700.1,17707.1,GREEN,2023-03-08T15:00:00+05:30,17708.3,17756.6,GREEN,2023-03-08T15:15:00+05:30,17756.2,17751.5,RED,2023-03-08T15:15:00+05:30,17751.5,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-03-09,SKIPPED,last_3_candles_not_all_green,,2023-03-09T14:45:00+05:30,17618.2,17609.7,RED,2023-03-09T15:00:00+05:30,17609.8,17586.4,RED,2023-03-09T15:15:00+05:30,17587.2,17582.8,RED,2023-03-09T15:15:00+05:30,17582.8,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-03-10,SKIPPED,last_3_candles_not_all_green,,2023-03-10T14:45:00+05:30,17383.7,17378.6,RED,2023-03-10T15:00:00+05:30,17380.3,17409.9,GREEN,2023-03-10T15:15:00+05:30,17410.2,17418.6,GREEN,2023-03-10T15:15:00+05:30,17418.6,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-03-13,SKIPPED,last_3_candles_not_all_green,,2023-03-13T14:45:00+05:30,17148.7,17140.6,RED,2023-03-13T15:00:00+05:30,17140.5,17141.0,GREEN,2023-03-13T15:15:00+05:30,17142.3,17184.6,GREEN,2023-03-13T15:15:00+05:30,17184.6,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-03-14,TRADED,,2023-03-15,2023-03-14T14:45:00+05:30,17046.3,17049.6,GREEN,2023-03-14T15:00:00+05:30,17049.1,17059.4,GREEN,2023-03-14T15:15:00+05:30,17060.0,17068.7,GREEN,2023-03-14T15:15:00+05:30,17068.7,2023-03-15T09:15:00+05:30,17166.4,97.70,6350.50,
2023-03-15,SKIPPED,last_3_candles_not_all_green,,2023-03-15T14:45:00+05:30,17019.8,17018.1,RED,2023-03-15T15:00:00+05:30,17018.6,16964.4,RED,2023-03-15T15:15:00+05:30,16965.1,16973.8,GREEN,2023-03-15T15:15:00+05:30,16973.8,,,0.00,0.00,"Signal candle colors were RED, RED, GREEN."
2023-03-16,SKIPPED,last_3_candles_not_all_green,,2023-03-16T14:45:00+05:30,17030.5,16976.4,RED,2023-03-16T15:00:00+05:30,16976.4,16976.9,GREEN,2023-03-16T15:15:00+05:30,16977.3,17010.4,GREEN,2023-03-16T15:15:00+05:30,17010.4,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-03-17,TRADED,,2023-03-20,2023-03-17T14:45:00+05:30,17065.5,17090.6,GREEN,2023-03-17T15:00:00+05:30,17092.8,17113.8,GREEN,2023-03-17T15:15:00+05:30,17112.9,17123.7,GREEN,2023-03-17T15:15:00+05:30,17123.7,2023-03-20T09:15:00+05:30,17066.6,-57.10,-3711.50,
2023-03-20,TRADED,,2023-03-21,2023-03-20T14:45:00+05:30,16928.8,16943.1,GREEN,2023-03-20T15:00:00+05:30,16943.2,16987.3,GREEN,2023-03-20T15:15:00+05:30,16987.3,17003.4,GREEN,2023-03-20T15:15:00+05:30,17003.4,2023-03-21T09:15:00+05:30,17060.4,57.00,3705.00,
2023-03-21,SKIPPED,last_3_candles_not_all_green,,2023-03-21T14:45:00+05:30,17122.2,17118.4,RED,2023-03-21T15:00:00+05:30,17119.2,17104.2,RED,2023-03-21T15:15:00+05:30,17103.3,17106.9,GREEN,2023-03-21T15:15:00+05:30,17106.9,,,0.00,0.00,"Signal candle colors were RED, RED, GREEN."
2023-03-22,SKIPPED,last_3_candles_not_all_green,,2023-03-22T14:45:00+05:30,17118.0,17141.1,GREEN,2023-03-22T15:00:00+05:30,17140.3,17159.9,GREEN,2023-03-22T15:15:00+05:30,17160.0,17142.8,RED,2023-03-22T15:15:00+05:30,17142.8,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-03-23,SKIPPED,last_3_candles_not_all_green,,2023-03-23T14:45:00+05:30,17091.9,17098.8,GREEN,2023-03-23T15:00:00+05:30,17094.7,17070.1,RED,2023-03-23T15:15:00+05:30,17069.9,17068.4,RED,2023-03-23T15:15:00+05:30,17068.4,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-03-24,SKIPPED,last_3_candles_not_all_green,,2023-03-24T14:45:00+05:30,16988.3,16990.8,GREEN,2023-03-24T15:00:00+05:30,16993.3,16954.5,RED,2023-03-24T15:15:00+05:30,16956.1,16932.6,RED,2023-03-24T15:15:00+05:30,16932.6,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-03-27,SKIPPED,last_3_candles_not_all_green,,2023-03-27T14:45:00+05:30,17063.3,17055.0,RED,2023-03-27T15:00:00+05:30,17050.2,16982.4,RED,2023-03-27T15:15:00+05:30,16982.4,16963.4,RED,2023-03-27T15:15:00+05:30,16963.4,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-03-28,SKIPPED,last_3_candles_not_all_green,,2023-03-28T14:45:00+05:30,16946.8,16953.4,GREEN,2023-03-28T15:00:00+05:30,16953.9,16943.2,RED,2023-03-28T15:15:00+05:30,16943.1,16956.8,GREEN,2023-03-28T15:15:00+05:30,16956.8,,,0.00,0.00,"Signal candle colors were GREEN, RED, GREEN."
2023-03-29,TRADED,,2023-03-31,2023-03-29T14:45:00+05:30,17008.5,17015.4,GREEN,2023-03-29T15:00:00+05:30,17013.9,17094.8,GREEN,2023-03-29T15:15:00+05:30,17096.2,17115.6,GREEN,2023-03-29T15:15:00+05:30,17115.6,2023-03-31T09:15:00+05:30,17210.3,94.70,6155.50,
2023-03-31,SKIPPED,last_3_candles_not_all_green,,2023-03-31T14:45:00+05:30,17358.7,17366.6,GREEN,2023-03-31T15:00:00+05:30,17368.0,17363.2,RED,2023-03-31T15:15:00+05:30,17362.7,17356.8,RED,2023-03-31T15:15:00+05:30,17356.8,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-04-03,SKIPPED,last_3_candles_not_all_green,,2023-04-03T14:45:00+05:30,17386.0,17382.7,RED,2023-04-03T15:00:00+05:30,17383.5,17404.1,GREEN,2023-04-03T15:15:00+05:30,17403.8,17399.7,RED,2023-04-03T15:15:00+05:30,17399.7,,,0.00,0.00,"Signal candle colors were RED, GREEN, RED."
2023-04-05,TRADED,,2023-04-06,2023-04-05T14:45:00+05:30,17542.9,17545.4,GREEN,2023-04-05T15:00:00+05:30,17546.6,17552.6,GREEN,2023-04-05T15:15:00+05:30,17554.2,17561.0,GREEN,2023-04-05T15:15:00+05:30,17561.0,2023-04-06T09:15:00+05:30,17533.8,-27.20,-1768.00,
2023-04-06,SKIPPED,last_3_candles_not_all_green,,2023-04-06T14:45:00+05:30,17595.9,17605.7,GREEN,2023-04-06T15:00:00+05:30,17606.1,17591.3,RED,2023-04-06T15:15:00+05:30,17591.9,17602.0,GREEN,2023-04-06T15:15:00+05:30,17602.0,,,0.00,0.00,"Signal candle colors were GREEN, RED, GREEN."
2023-04-10,SKIPPED,last_3_candles_not_all_green,,2023-04-10T14:45:00+05:30,17627.8,17627.0,RED,2023-04-10T15:00:00+05:30,17626.1,17621.3,RED,2023-04-10T15:15:00+05:30,17621.3,17613.1,RED,2023-04-10T15:15:00+05:30,17613.1,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-04-11,SKIPPED,last_3_candles_not_all_green,,2023-04-11T14:45:00+05:30,17712.7,17714.4,GREEN,2023-04-11T15:00:00+05:30,17715.1,17728.2,GREEN,2023-04-11T15:15:00+05:30,17727.9,17722.2,RED,2023-04-11T15:15:00+05:30,17722.2,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-04-12,SKIPPED,last_3_candles_not_all_green,,2023-04-12T14:45:00+05:30,17794.4,17778.3,RED,2023-04-12T15:00:00+05:30,17778.3,17812.2,GREEN,2023-04-12T15:15:00+05:30,17812.3,17817.9,GREEN,2023-04-12T15:15:00+05:30,17817.9,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-04-13,SKIPPED,last_3_candles_not_all_green,,2023-04-13T14:45:00+05:30,17795.3,17819.8,GREEN,2023-04-13T15:00:00+05:30,17818.3,17836.6,GREEN,2023-04-13T15:15:00+05:30,17836.6,17828.2,RED,2023-04-13T15:15:00+05:30,17828.2,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-04-17,SKIPPED,last_3_candles_not_all_green,,2023-04-17T14:45:00+05:30,17687.7,17685.9,RED,2023-04-17T15:00:00+05:30,17686.7,17711.3,GREEN,2023-04-17T15:15:00+05:30,17711.7,17704.1,RED,2023-04-17T15:15:00+05:30,17704.1,,,0.00,0.00,"Signal candle colors were RED, GREEN, RED."
2023-04-18,TRADED,,2023-04-19,2023-04-18T14:45:00+05:30,17642.8,17650.2,GREEN,2023-04-18T15:00:00+05:30,17651.1,17656.1,GREEN,2023-04-18T15:15:00+05:30,17655.9,17661.6,GREEN,2023-04-18T15:15:00+05:30,17661.6,2023-04-19T09:15:00+05:30,17653.3,-8.30,-539.50,
2023-04-19,SKIPPED,last_3_candles_not_all_green,,2023-04-19T14:45:00+05:30,17601.9,17596.1,RED,2023-04-19T15:00:00+05:30,17594.3,17628.6,GREEN,2023-04-19T15:15:00+05:30,17628.1,17610.2,RED,2023-04-19T15:15:00+05:30,17610.2,,,0.00,0.00,"Signal candle colors were RED, GREEN, RED."
2023-04-20,SKIPPED,last_3_candles_not_all_green,,2023-04-20T14:45:00+05:30,17608.8,17610.3,GREEN,2023-04-20T15:00:00+05:30,17611.3,17634.2,GREEN,2023-04-20T15:15:00+05:30,17633.9,17623.9,RED,2023-04-20T15:15:00+05:30,17623.9,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-04-21,SKIPPED,last_3_candles_not_all_green,,2023-04-21T14:45:00+05:30,17616.4,17627.9,GREEN,2023-04-21T15:00:00+05:30,17630.0,17632.5,GREEN,2023-04-21T15:15:00+05:30,17631.6,17618.9,RED,2023-04-21T15:15:00+05:30,17618.9,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-04-24,TRADED,,2023-04-25,2023-04-24T14:45:00+05:30,17705.9,17729.1,GREEN,2023-04-24T15:00:00+05:30,17729.4,17747.8,GREEN,2023-04-24T15:15:00+05:30,17747.7,17748.0,GREEN,2023-04-24T15:15:00+05:30,17748.0,2023-04-25T09:15:00+05:30,17761.6,13.60,884.00,
2023-04-25,SKIPPED,last_3_candles_not_all_green,,2023-04-25T14:45:00+05:30,17794.3,17780.7,RED,2023-04-25T15:00:00+05:30,17782.2,17776.4,RED,2023-04-25T15:15:00+05:30,17776.5,17761.9,RED,2023-04-25T15:15:00+05:30,17761.9,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-04-26,TRADED,,2023-04-27,2023-04-26T14:45:00+05:30,17782.6,17785.4,GREEN,2023-04-26T15:00:00+05:30,17784.7,17816.4,GREEN,2023-04-26T15:15:00+05:30,17816.0,17817.9,GREEN,2023-04-26T15:15:00+05:30,17817.9,2023-04-27T09:15:00+05:30,17813.1,-4.80,-312.00,
2023-04-27,SKIPPED,last_3_candles_not_all_green,,2023-04-27T14:45:00+05:30,17891.1,17887.7,RED,2023-04-27T15:00:00+05:30,17886.3,17920.9,GREEN,2023-04-27T15:15:00+05:30,17920.2,17923.2,GREEN,2023-04-27T15:15:00+05:30,17923.2,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-04-28,SKIPPED,last_3_candles_not_all_green,,2023-04-28T14:45:00+05:30,18002.8,17984.6,RED,2023-04-28T15:00:00+05:30,17985.4,18064.1,GREEN,2023-04-28T15:15:00+05:30,18063.7,18049.6,RED,2023-04-28T15:15:00+05:30,18049.6,,,0.00,0.00,"Signal candle colors were RED, GREEN, RED."
2023-05-02,SKIPPED,last_3_candles_not_all_green,,2023-05-02T14:45:00+05:30,18159.6,18149.7,RED,2023-05-02T15:00:00+05:30,18151.8,18142.9,RED,2023-05-02T15:15:00+05:30,18142.3,18136.1,RED,2023-05-02T15:15:00+05:30,18136.1,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-05-03,SKIPPED,last_3_candles_not_all_green,,2023-05-03T14:45:00+05:30,18081.6,18076.3,RED,2023-05-03T15:00:00+05:30,18077.5,18098.0,GREEN,2023-05-03T15:15:00+05:30,18098.1,18082.7,RED,2023-05-03T15:15:00+05:30,18082.7,,,0.00,0.00,"Signal candle colors were RED, GREEN, RED."
2023-05-04,SKIPPED,last_3_candles_not_all_green,,2023-05-04T14:45:00+05:30,18214.6,18228.8,GREEN,2023-05-04T15:00:00+05:30,18229.1,18263.2,GREEN,2023-05-04T15:15:00+05:30,18263.2,18238.6,RED,2023-05-04T15:15:00+05:30,18238.6,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-05-05,SKIPPED,last_3_candles_not_all_green,,2023-05-05T14:45:00+05:30,18121.1,18090.8,RED,2023-05-05T15:00:00+05:30,18091.4,18071.9,RED,2023-05-05T15:15:00+05:30,18071.0,18069.9,RED,2023-05-05T15:15:00+05:30,18069.9,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-05-08,SKIPPED,last_3_candles_not_all_green,,2023-05-08T14:45:00+05:30,18269.7,18265.2,RED,2023-05-08T15:00:00+05:30,18265.1,18266.1,GREEN,2023-05-08T15:15:00+05:30,18265.1,18269.8,GREEN,2023-05-08T15:15:00+05:30,18269.8,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-05-09,SKIPPED,last_3_candles_not_all_green,,2023-05-09T14:45:00+05:30,18257.1,18267.2,GREEN,2023-05-09T15:00:00+05:30,18266.7,18268.3,GREEN,2023-05-09T15:15:00+05:30,18269.2,18258.3,RED,2023-05-09T15:15:00+05:30,18258.3,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-05-10,SKIPPED,last_3_candles_not_all_green,,2023-05-10T14:45:00+05:30,18286.1,18287.2,GREEN,2023-05-10T15:00:00+05:30,18286.7,18319.4,GREEN,2023-05-10T15:15:00+05:30,18319.7,18311.0,RED,2023-05-10T15:15:00+05:30,18311.0,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-05-11,SKIPPED,last_3_candles_not_all_green,,2023-05-11T14:45:00+05:30,18318.2,18289.4,RED,2023-05-11T15:00:00+05:30,18291.8,18298.9,GREEN,2023-05-11T15:15:00+05:30,18298.8,18304.5,GREEN,2023-05-11T15:15:00+05:30,18304.5,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-05-12,SKIPPED,last_3_candles_not_all_green,,2023-05-12T14:45:00+05:30,18332.5,18329.3,RED,2023-05-12T15:00:00+05:30,18328.8,18315.9,RED,2023-05-12T15:15:00+05:30,18315.8,18312.2,RED,2023-05-12T15:15:00+05:30,18312.2,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-05-15,SKIPPED,last_3_candles_not_all_green,,2023-05-15T14:45:00+05:30,18434.8,18440.9,GREEN,2023-05-15T15:00:00+05:30,18442.7,18390.0,RED,2023-05-15T15:15:00+05:30,18389.6,18384.6,RED,2023-05-15T15:15:00+05:30,18384.6,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-05-16,SKIPPED,last_3_candles_not_all_green,,2023-05-16T14:45:00+05:30,18340.2,18321.4,RED,2023-05-16T15:00:00+05:30,18320.3,18283.2,RED,2023-05-16T15:15:00+05:30,18283.2,18276.8,RED,2023-05-16T15:15:00+05:30,18276.8,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-05-17,SKIPPED,last_3_candles_not_all_green,,2023-05-17T14:45:00+05:30,18174.8,18166.8,RED,2023-05-17T15:00:00+05:30,18167.4,18184.0,GREEN,2023-05-17T15:15:00+05:30,18183.9,18197.9,GREEN,2023-05-17T15:15:00+05:30,18197.9,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
2023-05-18,SKIPPED,last_3_candles_not_all_green,,2023-05-18T14:45:00+05:30,18158.2,18150.2,RED,2023-05-18T15:00:00+05:30,18151.4,18135.2,RED,2023-05-18T15:15:00+05:30,18135.1,18134.7,RED,2023-05-18T15:15:00+05:30,18134.7,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-05-19,TRADED,,2023-05-22,2023-05-19T14:45:00+05:30,18182.9,18185.2,GREEN,2023-05-19T15:00:00+05:30,18187.7,18204.2,GREEN,2023-05-19T15:15:00+05:30,18205.2,18205.4,GREEN,2023-05-19T15:15:00+05:30,18205.4,2023-05-22T09:15:00+05:30,18201.1,-4.30,-279.50,
2023-05-22,SKIPPED,last_3_candles_not_all_green,,2023-05-22T14:45:00+05:30,18292.2,18310.2,GREEN,2023-05-22T15:00:00+05:30,18310.5,18309.6,RED,2023-05-22T15:15:00+05:30,18308.9,18303.3,RED,2023-05-22T15:15:00+05:30,18303.3,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-05-23,SKIPPED,last_3_candles_not_all_green,,2023-05-23T14:45:00+05:30,18380.4,18373.8,RED,2023-05-23T15:00:00+05:30,18373.1,18343.9,RED,2023-05-23T15:15:00+05:30,18344.2,18333.8,RED,2023-05-23T15:15:00+05:30,18333.8,,,0.00,0.00,"Signal candle colors were RED, RED, RED."
2023-05-24,SKIPPED,last_3_candles_not_all_green,,2023-05-24T14:45:00+05:30,18279.6,18265.2,RED,2023-05-24T15:00:00+05:30,18265.1,18289.3,GREEN,2023-05-24T15:15:00+05:30,18289.7,18287.0,RED,2023-05-24T15:15:00+05:30,18287.0,,,0.00,0.00,"Signal candle colors were RED, GREEN, RED."
2023-05-25,TRADED,,2023-05-26,2023-05-25T14:45:00+05:30,18259.8,18296.6,GREEN,2023-05-25T15:00:00+05:30,18297.6,18328.7,GREEN,2023-05-25T15:15:00+05:30,18328.2,18335.9,GREEN,2023-05-25T15:15:00+05:30,18335.9,2023-05-26T09:15:00+05:30,18368.3,32.40,2106.00,
2023-05-26,SKIPPED,last_3_candles_not_all_green,,2023-05-26T14:45:00+05:30,18483.1,18491.3,GREEN,2023-05-26T15:00:00+05:30,18491.2,18505.0,GREEN,2023-05-26T15:15:00+05:30,18505.1,18491.9,RED,2023-05-26T15:15:00+05:30,18491.9,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-05-29,SKIPPED,last_3_candles_not_all_green,,2023-05-29T14:45:00+05:30,18588.6,18602.6,GREEN,2023-05-29T15:00:00+05:30,18602.2,18599.3,RED,2023-05-29T15:15:00+05:30,18599.5,18601.1,GREEN,2023-05-29T15:15:00+05:30,18601.1,,,0.00,0.00,"Signal candle colors were GREEN, RED, GREEN."
2023-05-30,SKIPPED,last_3_candles_not_all_green,,2023-05-30T14:45:00+05:30,18642.9,18634.1,RED,2023-05-30T15:00:00+05:30,18634.0,18633.5,RED,2023-05-30T15:15:00+05:30,18634.0,18639.9,GREEN,2023-05-30T15:15:00+05:30,18639.9,,,0.00,0.00,"Signal candle colors were RED, RED, GREEN."
2023-05-31,SKIPPED,last_3_candles_not_all_green,,2023-05-31T14:45:00+05:30,18537.2,18543.8,GREEN,2023-05-31T15:00:00+05:30,18543.3,18525.9,RED,2023-05-31T15:15:00+05:30,18525.1,18521.3,RED,2023-05-31T15:15:00+05:30,18521.3,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-06-01,SKIPPED,last_3_candles_not_all_green,,2023-06-01T14:45:00+05:30,18512.3,18523.7,GREEN,2023-06-01T15:00:00+05:30,18523.1,18491.3,RED,2023-06-01T15:15:00+05:30,18491.8,18486.1,RED,2023-06-01T15:15:00+05:30,18486.1,,,0.00,0.00,"Signal candle colors were GREEN, RED, RED."
2023-06-02,SKIPPED,last_3_candles_not_all_green,,2023-06-02T14:45:00+05:30,18514.5,18529.7,GREEN,2023-06-02T15:00:00+05:30,18529.0,18537.2,GREEN,2023-06-02T15:15:00+05:30,18537.6,18525.8,RED,2023-06-02T15:15:00+05:30,18525.8,,,0.00,0.00,"Signal candle colors were GREEN, GREEN, RED."
2023-06-05,SKIPPED,last_3_candles_not_all_green,,2023-06-05T14:45:00+05:30,18617.1,18610.3,RED,2023-06-05T15:00:00+05:30,18609.8,18593.2,RED,2023-06-05T15:15:00+05:30,18593.6,18599.9,GREEN,2023-06-05T15:15:00+05:30,18599.9,,,0.00,0.00,"Signal candle colors were RED, RED, GREEN."
2023-06-06,TRADED,,2023-06-07,2023-06-06T14:45:00+05:30,18551.1,18558.1,GREEN,2023-06-06T15:00:00+05:30,18558.9,18608.6,GREEN,2023-06-06T15:15:00+05:30,18609.3,18617.1,GREEN,2023-06-06T15:15:00+05:30,18617.1,2023-06-07T09:15:00+05:30,18665.6,48.50,3152.50,
2023-06-07,SKIPPED,last_3_candles_not_all_green,,2023-06-07T14:45:00+05:30,18715.1,18714.4,RED,2023-06-07T15:00:00+05:30,18713.9,18726.9,GREEN,2023-06-07T15:15:00+05:30,18727.1,18730.3,GREEN,2023-06-07T15:15:00+05:30,18730.3,,,0.00,0.00,"Signal candle colors were RED, GREEN, GREEN."
