entry_date,expiry,side,strike,entry_ts,entry_price,exit_ts,exit_price,entry_reason,exit_reason,points,pnl
2020-01-01,2020-01-02,CE,12200,2020-01-01T09:20:00+05:30,39.40,2020-01-01T15:20:00+05:30,20.70,INITIAL_ENTRY,FINAL_EXIT,18.70,1402.50
2020-01-01,2020-01-02,PE,12200,2020-01-01T09:20:00+05:30,29.85,2020-01-01T15:20:00+05:30,32.05,INITIAL_ENTRY,FINAL_EXIT,-2.20,-165.00
2020-01-03,2020-01-09,CE,12300,2020-01-03T14:35:00+05:30,25.20,2020-01-03T15:20:00+05:30,30.00,ADD_2,UNWIND,-4.80,-360.00
2020-01-03,2020-01-09,CE,12250,2020-01-03T09:20:00+05:30,55.00,2020-01-06T11:30:00+05:30,10.50,INITIAL_ENTRY,ROLL_OUT,44.50,3337.50
2020-01-03,2020-01-09,CE,12150,2020-01-06T09:30:00+05:30,45.20,2020-01-07T09:30:00+05:30,40.25,ADD_2,UNWIND,4.95,371.25
2020-01-03,2020-01-09,CE,12100,2020-01-06T11:30:00+05:30,49.00,2020-01-07T09:30:00+05:30,65.00,ADD_3,UNWIND,-16.00,-1200.00
2020-01-03,2020-01-09,PE,12250,2020-01-03T09:20:00+05:30,69.85,2020-01-08T15:20:00+05:30,231.00,INITIAL_ENTRY,FINAL_EXIT,-161.15,-12086.25
2020-01-03,2020-01-09,CE,12050,2020-01-06T11:30:00+05:30,72.65,2020-01-08T15:20:00+05:30,31.00,ROLL_IN,FINAL_EXIT,41.65,3123.75
2020-01-03,2020-01-09,CE,12100,2020-01-07T11:15:00+05:30,43.00,2020-01-08T15:20:00+05:30,16.25,ADD_2,FINAL_EXIT,26.75,2006.25
2020-01-03,2020-01-09,CE,11950,2020-01-08T09:15:00+05:30,64.15,2020-01-08T15:20:00+05:30,94.10,ADD_3,FINAL_EXIT,-29.95,-2246.25
2020-01-10,2020-01-16,PE,12150,2020-01-10T11:50:00+05:30,28.70,2020-01-10T13:50:00+05:30,34.20,ADD_2,UNWIND,-5.50,-412.50
2020-01-10,2020-01-16,PE,12200,2020-01-13T09:30:00+05:30,26.50,2020-01-15T10:00:00+05:30,10.50,ADD_2,UNWIND,16.00,1200.00
2020-01-10,2020-01-16,PE,12250,2020-01-10T09:20:00+05:30,72.30,2020-01-15T13:45:00+05:30,20.30,INITIAL_ENTRY,UNWIND,52.00,3900.00
2020-01-10,2020-01-16,CE,12250,2020-01-10T09:20:00+05:30,75.35,2020-01-15T15:20:00+05:30,108.75,INITIAL_ENTRY,FINAL_EXIT,-33.40,-2505.00
2020-01-10,2020-01-16,PE,12300,2020-01-14T14:30:00+05:30,31.30,2020-01-15T15:20:00+05:30,15.00,ADD_3,FINAL_EXIT,16.30,1222.50
2020-01-17,2020-01-23,CE,12350,2020-01-17T09:20:00+05:30,59.25,2020-01-22T15:20:00+05:30,2.20,INITIAL_ENTRY,FINAL_EXIT,57.05,4278.75
2020-01-17,2020-01-23,PE,12350,2020-01-17T09:20:00+05:30,74.50,2020-01-22T15:20:00+05:30,240.25,INITIAL_ENTRY,FINAL_EXIT,-165.75,-12431.25
2020-01-17,2020-01-23,CE,12400,2020-01-20T10:45:00+05:30,21.55,2020-01-22T15:20:00+05:30,1.80,ADD_2,FINAL_EXIT,19.75,1481.25
2020-01-17,2020-01-23,CE,12300,2020-01-20T13:15:00+05:30,37.75,2020-01-22T15:20:00+05:30,2.95,ADD_3,FINAL_EXIT,34.80,2610.00
2020-01-24,2020-01-30,PE,12100,2020-01-24T09:50:00+05:30,28.25,2020-01-24T14:05:00+05:30,16.60,ADD_2,ROLL_OUT,11.65,873.75
2020-01-24,2020-01-30,PE,12150,2020-01-24T09:20:00+05:30,63.90,2020-01-27T09:15:00+05:30,50.00,INITIAL_ENTRY,UNWIND,13.90,1042.50
2020-01-24,2020-01-30,PE,12200,2020-01-24T13:20:00+05:30,39.60,2020-01-27T09:15:00+05:30,70.00,ADD_3,UNWIND,-30.40,-2280.00
2020-01-24,2020-01-30,CE,12200,2020-01-27T14:45:00+05:30,37.25,2020-01-29T09:45:00+05:30,22.50,ADD_2,UNWIND,14.75,1106.25
2020-01-24,2020-01-30,CE,12150,2020-01-24T09:20:00+05:30,85.45,2020-01-29T10:45:00+05:30,46.90,INITIAL_ENTRY,UNWIND,38.55,2891.25
2020-01-24,2020-01-30,PE,12250,2020-01-24T14:05:00+05:30,49.60,2020-01-29T15:20:00+05:30,129.25,ROLL_IN,FINAL_EXIT,-79.65,-5973.75
2020-01-24,2020-01-30,CE,12100,2020-01-28T14:15:00+05:30,46.70,2020-01-29T15:20:00+05:30,47.95,ADD_3,FINAL_EXIT,-1.25,-93.75
2020-01-31,2020-02-06,CE,12200,2020-02-01T09:30:00+05:30,53.15,2020-02-01T11:15:00+05:30,69.25,ADD_2,UNWIND,-16.10,-1207.50
2020-01-31,2020-02-06,CE,12150,2020-02-01T12:15:00+05:30,59.00,2020-02-01T13:30:00+05:30,24.60,ADD_2,ROLL_OUT,34.40,2580.00
2020-01-31,2020-02-06,CE,12050,2020-01-31T09:20:00+05:30,155.15,2020-02-04T11:00:00+05:30,12.90,INITIAL_ENTRY,UNWIND,142.25,10668.75
2020-01-31,2020-02-06,CE,11850,2020-02-01T13:30:00+05:30,81.35,2020-02-04T11:00:00+05:30,76.10,ADD_3,UNWIND,5.25,393.75
2020-01-31,2020-02-06,PE,12050,2020-01-31T09:20:00+05:30,145.30,2020-02-05T15:20:00+05:30,20.60,INITIAL_ENTRY,FINAL_EXIT,124.70,9352.50
2020-01-31,2020-02-06,CE,11800,2020-02-01T13:30:00+05:30,100.10,2020-02-05T15:20:00+05:30,282.25,ROLL_IN,FINAL_EXIT,-182.15,-13661.25
2020-01-31,2020-02-06,PE,12000,2020-02-05T09:45:00+05:30,48.75,2020-02-05T15:20:00+05:30,9.00,ADD_2,FINAL_EXIT,39.75,2981.25
2020-02-07,2020-02-13,CE,12200,2020-02-07T09:35:00+05:30,29.25,2020-02-10T09:15:00+05:30,22.55,ADD_2,UNWIND,6.70,502.50
2020-02-07,2020-02-13,CE,12150,2020-02-07T09:20:00+05:30,53.65,2020-02-11T09:15:00+05:30,20.25,INITIAL_ENTRY,UNWIND,33.40,2505.00
2020-02-07,2020-02-13,CE,12100,2020-02-10T09:30:00+05:30,35.40,2020-02-11T09:15:00+05:30,45.75,ADD_2,UNWIND,-10.35,-776.25
